City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
1333,Kuryk,KZ,75.42,clear sky,43.2,51.65,Gostinitsa Kuryk - Otel' Dlya Vsekh Kategoriy Kliyentov .
1335,Raichur,IN,79.65,broken clouds,16.2,77.3667,Hotel CM Residency
1338,Abu Kamal,SY,89.19,clear sky,34.4506,40.9171,البوكمال
1339,Prachuap Khiri Khan,TH,83.59,few clouds,12.2167,99.75,ผกากรองรีสอร์ท
1341,Brookings,US,70.14,few clouds,44.3114,-96.7984,"Holiday Inn Express & Suites Brookings, an IHG Hotel"
1346,Dzilam Gonzalez,MX,79.05,overcast clouds,21.2833,-88.9333,posadas
1347,Kapit,MY,80.6,broken clouds,2.0167,112.9333,Hotel Meligai Kapit
1352,Matamoros,MX,80.71,broken clouds,25.5333,-103.25,Quinta Belem
1354,Nago,JP,88.23,few clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
1357,Mongo,TD,74.57,broken clouds,12.1844,18.693,Résidences du Programme FIDA
1358,Praia,CV,81.14,few clouds,14.9215,-23.5087,LT Aparthotel
1360,Jardim,BR,72.36,few clouds,-21.4803,-56.1381,Estancia Hotel - Jardim MS
1362,Bennington,US,72.75,scattered clouds,42.8781,-73.1968,Best Western Bennington
1363,Gombe,NG,70.72,broken clouds,10.2897,11.1673,Custodian Hotel Gombe
1364,Ko Samui,TH,85.91,few clouds,9.5357,99.9357,The Passage
1365,Pochutla,MX,80.82,broken clouds,15.7432,-96.4661,Hotel Posada San Jose
1367,Kamakwie,SL,71.56,overcast clouds,9.5,-12.2333,White House Hotel
1368,Platteville,US,70.03,scattered clouds,42.7342,-90.4785,"Country Inn & Suites by Radisson, Platteville, WI"
1372,Lucea,JM,78.66,broken clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
1375,Praya,CV,81.14,few clouds,14.9215,-23.5087,LT Aparthotel
1376,Itoman,JP,89.62,scattered clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
1380,Grajau,BR,77.58,clear sky,-5.8194,-46.1386,Hotel Confiança
1381,Kuching,MY,79.02,few clouds,1.55,110.3333,Hilton Kuching
1387,San Ramon,US,84.42,clear sky,37.7799,-121.978,San Ramon Marriott
1388,Muscat,OM,86.02,broken clouds,23.6139,58.5922,Mutrah Hotel
1390,Ruston,US,87.62,clear sky,32.5232,-92.6379,Sleep Inn & Suites University
1393,Aurangabad,IN,76.48,overcast clouds,19.8833,75.3333,Vivanta Aurangabad
1394,Chattanooga,US,81.18,broken clouds,35.0456,-85.3097,The Read House
1397,Segou,ML,78.85,moderate rain,13.4317,-6.2157,Comme chez soi
1399,Slidell,US,84.99,clear sky,30.2752,-89.7812,Hampton Inn Slidell
1400,Vicksburg,US,86.23,clear sky,32.3526,-90.8779,La Quinta Inn & Suites by Wyndham Vicksburg
1402,Matveyev Kurgan,RU,73.6,clear sky,47.5645,38.8695,Korona
1405,Matsubase,JP,90.0,broken clouds,32.65,130.6667,Uto Center Hotel
1407,Benjamin Constant,BR,73.53,scattered clouds,-4.3831,-70.0311,CASA AVALIADA
1409,Yazoo City,US,84.7,broken clouds,32.8551,-90.4056,Hampton Inn Yazoo City
1412,Temanggung,ID,77.27,scattered clouds,-7.3162,110.1755,Omah Kebon Temanggung
1413,Porlamar,VE,80.69,clear sky,10.958,-63.8491,Hotel Bella Vista
1415,Shache,CN,87.84,broken clouds,38.4167,77.2406,Delong Hotel
1419,Bosaso,SO,89.96,clear sky,11.2842,49.1816,Red Sea Hotel
1425,Galiakot,IN,78.8,overcast clouds,23.5167,74.0,Galiakot
1427,Prainha,BR,79.0,broken clouds,-1.8,-53.48,Casa Rocha
1428,Mareeba,AU,72.45,clear sky,-17.0,145.4333,Trinity Plains Tourist Park
1430,Malindi,KE,73.36,few clouds,-3.2175,40.1191,African House Resort
1431,Dovers,VC,81.28,clear sky,12.8833,-61.1833,Ocean Breeze
1432,Amarillo,US,81.36,broken clouds,35.222,-101.8313,Microtel Inn & Suites by Wyndham Amarillo
1433,Zhangjiakou,CN,74.01,few clouds,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
1439,Hojai,IN,78.6,overcast clouds,26.0,92.8667,Luxury park hotel
1442,Dubreka,GN,77.07,light rain,9.7911,-13.5233,Hôtel le Semeur Chez Eva
1443,Ridgetown,CA,73.26,overcast clouds,42.4334,-81.8998,JOJO's Paradise Bed & Breakfast/SPA/Bakery Café
1448,La Romana,DO,80.96,scattered clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
1452,Yarmouth,US,79.27,overcast clouds,41.7057,-70.2286,Blue Rock Resort
1453,Portobelo,PA,77.11,overcast clouds,9.55,-79.65,Scuba Portobelo
1454,Paragominas,BR,76.68,broken clouds,-2.9667,-47.4833,INOVA
1455,Kamaishi,JP,79.48,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
1456,Luancheng,CN,80.76,scattered clouds,37.8792,114.6517,Shell Hebei Shijiazhuang Luancheng Xinyuan Road Hotel
1457,Luis Correia,BR,78.66,overcast clouds,-2.8792,-41.6669,Hotel Amarração
1459,Holly Hill,US,84.43,few clouds,29.2436,-81.0376,Hilton Daytona Beach Oceanfront Resort
1461,Osmena,PH,83.39,light rain,10.5208,119.9258,Arjemarkyza Lodge
1462,Qianjiang,CN,81.73,clear sky,30.4151,112.8859,Shell Qianjiang City Qianjiang bus station Hotel
1463,Jiangyou,CN,81.32,broken clouds,31.7667,104.7167,Shangping Shuyuan Inn
1464,Puerto Carreno,CO,78.78,few clouds,6.189,-67.4859,Casa Hotel Victoria
1465,Tshikapa,CD,70.68,broken clouds,-6.4167,20.8,Tatem beach
1472,Kashi,CN,88.81,scattered clouds,39.4547,75.9797,帕米尔青年旅舍
1479,Florida,US,84.9,clear sky,28.7505,-82.5001,Sportsmens Cove
1482,Panama City,PA,78.44,scattered clouds,8.9936,-79.5197,Trump International Hotel & Tower Panama
1485,Saint-Georges,GD,80.28,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
1487,Lander,US,79.2,clear sky,42.833,-108.7307,"Holiday Inn Express & Suites Lander, an IHG Hotel"
1488,Bilma,NE,84.43,overcast clouds,18.6853,12.9164,Expeditions Ténére voyages
1489,Dickson,US,80.91,broken clouds,36.077,-87.3878,East Hills Bed & Breakfast Inn
1495,Sun Prairie,US,71.22,few clouds,43.1836,-89.2137,Super 8 by Wyndham Sun Prairie/Madison E
1499,Bloomfield,US,84.85,clear sky,40.8068,-74.1854,Troy Carroll
1501,Gombong,ID,77.74,overcast clouds,-7.6072,109.5142,Grafika Hotel Dan Restoran
1502,Urumqi,CN,79.75,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
1504,Nizwa,OM,77.94,broken clouds,22.9333,57.5333,Orient Apartments
1509,Ceuta,ES,71.64,clear sky,35.8903,-5.3075,Ceuta Puerta de Africa
1510,Ohara,JP,84.04,scattered clouds,35.25,140.3833,Sakigake
1513,Nieuw Amsterdam,SR,79.02,moderate rain,5.8833,-55.0833,Hotel Stardust
1514,Comrat,MD,73.85,overcast clouds,46.3003,28.6572,Caral
1517,Upata,VE,78.19,broken clouds,8.0086,-62.3989,Posada Villa Nela
1519,Jablah,SY,79.75,clear sky,35.3614,35.9256,هوتيل
1521,Gunjur,GM,77.07,light rain,13.2019,-16.7339,Jallo Kurundingoto Eco Tourist Camp
1523,Carauari,BR,78.03,broken clouds,-4.8828,-66.8958,Hotel Fellip
1524,Santo Domingo,DO,78.04,scattered clouds,18.5001,-69.9886,Cabañas City Heart
1525,Iwanai,JP,80.89,scattered clouds,42.9744,140.5089,いわない高原ホテル
1527,Barao De Melgaco,BR,74.62,few clouds,-16.1944,-55.9675,Tuiuiu Pantanal Hotel
1533,Vaitape,PF,79.0,light rain,-16.5167,-151.75,Conrad Bora Bora Nui
1535,Sterling,US,80.58,scattered clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
1536,Rosita,NI,74.52,clear sky,13.9268,-84.4032,Hospedaje Zeledón
1537,Ingham,US,71.22,clear sky,42.6,-84.3833,Sunset Mobile Home Park
1538,Coria,ES,70.45,clear sky,39.9879,-6.5377,Hotel San Cristóbal
1544,Tripoli,LY,81.45,clear sky,32.8752,13.1875,Al Waddan Hotel
1547,Udon Thani,TH,86.83,broken clouds,17.3333,102.8333,P.T.K. Apartment
1551,Obihiro,JP,78.21,overcast clouds,42.9172,143.2044,Tokachi Gardens Hotel
1552,Isla Vista,US,85.35,few clouds,34.4133,-119.861,Best Western Plus South Coast Inn
1553,Sonari,IN,82.45,broken clouds,27.0667,95.0333,Hotel Green View
1554,Bucerias,MX,85.98,broken clouds,20.75,-105.3333,Royal Decameron Complex - Puerto Vallarta
1555,Jobat,IN,75.99,overcast clouds,22.4167,74.5667,Singh house
1557,Mount Pleasant,US,85.08,clear sky,32.7941,-79.8626,Best Western Patriots Point
1558,Plainview,US,84.06,broken clouds,40.7765,-73.4673,Four Points by Sheraton Melville Long Island
1559,Solnechnyy,RU,77.85,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
1562,Codajas,BR,77.77,clear sky,-3.8367,-62.0569,ATLÂNTIC HOTEL
1563,Bud,US,80.58,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
1568,Saint Leonard,CA,73.58,overcast clouds,47.173,-67.9247,Daigle's Motel
1570,Tefe,BR,77.32,broken clouds,-3.3542,-64.7114,Aracati Hotel
1571,Cajaruro,PE,75.04,few clouds,-5.7364,-78.4256,Hotel Kuelap
1572,Itanagar,IN,78.08,few clouds,27.1,93.6167,Hotel Moomsie Itanagar
1576,Gazanjyk,TM,82.63,clear sky,39.2446,55.5154,Railway motel
1579,Isabela,PH,86.05,overcast clouds,6.7085,121.9711,Isawad Resort
1580,Akyab,MM,82.35,overcast clouds,20.15,92.9,Hotel Memory
1582,Tulum,MX,80.94,few clouds,20.2167,-87.4667,Kin Ha Tulum
1583,Vankleek Hill,CA,71.11,scattered clouds,45.5168,-74.6493,Maple Lea Farm B & B
1585,San Miguel,SV,82.0,clear sky,13.4833,-88.1833,Excalibur
1588,Waspan,NI,76.1,clear sky,14.7419,-83.9717,Hostal casa de la rose
1591,Filadelfia,US,81.37,mist,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
1593,Glendive,US,83.48,clear sky,47.1053,-104.7125,Super 8 by Wyndham Glendive
1594,Pasighat,IN,79.59,broken clouds,28.0667,95.3333,Siang Guest House
1595,Porbandar,IN,81.03,overcast clouds,21.6422,69.6093,Lords Inn Porbandar
1597,Cabedelo,BR,74.07,few clouds,-6.9811,-34.8339,Pousada Camboinha
1598,Kathu,TH,86.76,light rain,7.9178,98.3332,Novotel Phuket Resort
1599,Poplar Bluff,US,82.13,clear sky,36.757,-90.3929,Holiday Inn Poplar Bluff
1600,Moerai,PF,73.13,light rain,-22.4333,-151.3333,Le Manotel
1604,Winslow,US,71.78,broken clouds,35.0242,-110.6974,Best Western Plus Winslow Inn
1605,Shu,KZ,76.87,clear sky,43.5983,73.7614,Shyngyzkhan
1607,Carberry,CA,70.03,scattered clouds,49.8689,-99.3602,Carberry Motor Inn
1609,Savannah Bight,HN,82.69,overcast clouds,16.45,-85.85,Villa on Dunbar Rock
1610,Fuerte,PH,85.1,few clouds,17.5381,120.3644,Giordion Inn
1612,Ujhani,IN,82.22,overcast clouds,28.0167,79.0167,Bhagwati Palace
1613,Brigantine,US,82.6,clear sky,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
1616,Artyom,AZ,75.34,clear sky,40.4723,50.333,Pir hos
1618,Berezovyy,RU,74.66,overcast clouds,51.6667,135.7,"Hotel ""Phoenix"""
1619,Veracruz,MX,71.69,overcast clouds,19.3333,-96.6667,El Carrizal
1620,Serebryansk,KZ,71.44,overcast clouds,49.6925,83.2892,"Gostinitsa ""Vodoley"""
1621,Changli,CN,77.34,overcast clouds,39.7042,119.1506,7Days Inn Qinhuangdao Changli Jieyang Street
1622,Noumea,NC,76.98,scattered clouds,-22.2763,166.4572,Hôtel Le Lagon
1624,Changping,CN,82.04,clear sky,40.2186,116.2197,Huachang Hotel
1625,Matehuala,MX,74.59,broken clouds,23.65,-100.65,Las Palmas Midway Inn
1626,Majene,ID,80.87,few clouds,-3.5403,118.9707,Kost Putri RABBANI
1628,Manzhouli,CN,70.54,broken clouds,49.6,117.4333,Angala International Youth Hostel
1629,Natitingou,BJ,70.88,overcast clouds,10.3042,1.3796,Cotonou
1630,Tamandare,BR,73.96,scattered clouds,-8.7597,-35.1047,Pousada 100 Passos
1631,Madras,IN,82.96,mist,13.0878,80.2785,"Taj Connemara, Chennai"
1632,Warwick,US,79.72,haze,41.7001,-71.4162,Hampton Inn & Suites Providence/Warwick-Airport
1634,Katsina,NG,73.94,overcast clouds,12.9894,7.6006,Katsina Motel
1640,Fayaoue,NC,73.63,overcast clouds,-20.65,166.5333,Chez Dydyce Guesthouse
1641,Diapaga,BF,75.45,overcast clouds,12.0708,1.7889,Hôtel GACILIE
1645,Bin Qirdan,TN,81.23,clear sky,33.1378,11.2197,Hôtel Palace
1646,Portel,BR,78.85,broken clouds,-1.9356,-50.8211,Kitnet do Marcos
1647,Mackenzie,CA,89.82,clear sky,55.2999,-123.1698,Hilton Shop
1649,Basco,PH,85.8,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
1652,Labuan,MY,84.56,few clouds,5.2767,115.2417,Tiara Labuan Hotel
1653,Ciudad Bolivar,VE,83.07,overcast clouds,8.1222,-63.5497,Hotel Edi
1654,Kikwit,CD,73.87,overcast clouds,-5.041,18.8162,HOTEL PLACE YALABA
1656,Kantang,TH,78.89,few clouds,7.4054,99.5156,Reng Ta Chai Boutique HomeStay
1659,Augusto Correa,BR,74.84,clear sky,-1.0217,-46.635,Fazenda Bacuri
1663,Kilindoni,TZ,74.84,light rain,-7.9139,39.6668,Bustani B&B
1664,Jacqueville,CI,75.94,broken clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
1666,Rock Sound,BS,81.93,clear sky,24.9,-76.2,Pink Corral Bay Property
1669,Shieli,KZ,77.88,broken clouds,44.1667,66.75,Gostinitsa Aybek Shieli
1671,Yangjiang,CN,86.36,overcast clouds,21.85,111.9667,HUALUXE Yangjiang City Center
1672,Damghan,IR,80.4,overcast clouds,36.1683,54.348,خوابگاه اساتيد دانشگاه دامغان
1674,Navirai,BR,73.49,overcast clouds,-23.065,-54.1906,Dubai Hotel - Também sua casa!
1676,Nakhon Phanom,TH,84.0,overcast clouds,17.3333,104.4167,ป่ายางรีสอร์ท
1678,Kaseda,JP,83.95,clear sky,31.4167,130.3167,Sun Stay Kaseda
1684,Shetpe,KZ,72.14,clear sky,44.1667,52.1167,Rtsm Shetpe Analog
1685,Kushiro,JP,72.55,broken clouds,42.975,144.3747,Toyoko Inn Kushiro Jujigai
1689,Liku,ID,82.58,few clouds,-0.7275,119.8922,Kost annisa
1691,Kita,ML,75.11,broken clouds,13.0349,-9.4895,Hôtel Chat Rouge
1694,Siswa Bazar,IN,81.21,overcast clouds,27.15,83.7667,Rajesh
1695,Sulangan,PH,84.2,moderate rain,11.1373,123.7228,Maia's Beach Resort
1698,Asyut,EG,82.58,overcast clouds,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
1701,Arzni,AM,73.09,clear sky,40.2963,44.5966,Ambassador Hotel
1703,Jaisalmer,IN,79.18,overcast clouds,26.9147,70.9181,Hotel Fifu
1704,Griffith,US,77.9,scattered clouds,41.5284,-87.4237,Apartment above Depot Bar
1705,Puspokladany,HU,73.6,broken clouds,47.3167,21.1167,Árnyas Thermal Camping és Üdülőpark Szállás és Étterem
1711,Jonesboro,US,84.02,clear sky,35.8423,-90.7043,Hilton Garden Inn Jonesboro
1713,Chardara,KZ,79.52,clear sky,41.2547,67.9692,Жанаргул
1714,Blagoveshchenka,RU,70.61,scattered clouds,52.8333,79.8667,"Gostinitsa ""Tsentral'naya"""
1717,Milotice,CZ,70.38,broken clouds,48.9553,17.1424,Hotel Vinohrad
1718,Omachi,JP,84.11,few clouds,36.5,137.8667,Ochicochi Village
1719,Kumluca,TR,82.72,clear sky,36.3703,30.2869,Akkol Apart
1721,Constantine,DZ,76.41,clear sky,36.365,6.6147,Grand Hotel Cirta
1726,San Alberto,CO,74.93,overcast clouds,7.7611,-73.3922,Hotel San Alberto Plaza
1729,Wuwei,CN,83.34,few clouds,37.9281,102.6414,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
1731,Yamada,JP,79.88,overcast clouds,39.4667,141.95,Iroha-ya Inn
1732,Owings Mills,US,80.6,broken clouds,39.4196,-76.7803,Hampton Inn Baltimore/Owings Mills
1733,Tomatlan,MX,76.59,overcast clouds,19.9333,-105.25,El Salvial
1736,Tunceli,TR,71.89,clear sky,39.1083,39.5471,Grand Hotel Şaroğlu
1737,Wajima,JP,88.48,scattered clouds,37.4,136.9,Wajiima Onsen Yashio
1739,Beruwala,LK,79.59,overcast clouds,6.4788,79.9828,The Palms Hotel
1743,Novi Ligure,IT,74.57,broken clouds,44.7608,8.7896,Relais Villa Pomela
1744,Burton,US,72.0,clear sky,42.9995,-83.6163,Burton Inn & Suites
1746,Baghdad,IQ,82.31,clear sky,33.3406,44.4009,Baghdad Hotel
1747,Viransehir,TR,85.35,clear sky,37.2353,39.7631,Viranşehir Öğretmenevi
1748,Englewood,US,73.65,broken clouds,39.6478,-104.9878,InTown Suites Extended Stay Denver CO - Englewood
1750,Jilib,SO,75.16,overcast clouds,0.4883,42.7854,Waadi Hotel
1751,Anloga,GH,75.47,overcast clouds,5.7947,0.8973,Pin Drop Hotel
1752,Auki,SB,86.63,broken clouds,-8.7676,160.7034,Auki Motel
1756,Qufu,CN,82.98,scattered clouds,35.5967,116.9911,Qufu International Youth Hostel
1757,Traverse City,US,71.67,few clouds,44.7631,-85.6206,Bayshore Resort
1760,Camargo,MX,84.83,scattered clouds,27.6667,-105.1667,Hotel Santa Fe
1761,Muroto,JP,82.11,scattered clouds,33.2833,134.15,Oota Ryokan
1763,Mogadishu,SO,75.79,broken clouds,2.0371,45.3438,Hotel Juba
1764,Alihe,CN,77.18,overcast clouds,50.5667,123.7167,Alihe Forestry Hotel
1766,Ca Mau,VN,83.01,few clouds,9.1769,105.15,Mường Thanh Luxury Cà Mau Hotel
1768,Quang Ngai,VN,86.49,broken clouds,15.1167,108.8,Central Hotel
1775,Dalbandin,PK,81.73,overcast clouds,28.8947,64.4101,Sanjrani House
1777,Estelle,US,82.99,broken clouds,29.8458,-90.1067,Ohio
1779,Astoria,US,72.59,clear sky,46.1879,-123.8313,Best Western Astoria Bayfront Hotel
1780,Chiman,PK,81.46,overcast clouds,32.5463,73.8138,Master Muhammad zafar iqbal
1781,Nanyang,CN,85.08,clear sky,32.9947,112.5328,Wolong Memory Hotel
1783,Alpena,US,70.12,scattered clouds,45.0617,-83.4327,Days Inn by Wyndham Alpena
1791,Riberalta,BO,74.61,clear sky,-10.9833,-66.1,Hotel Colonial
1793,Arawa,PG,84.97,light rain,-6.2132,155.5367,Coastline Guest House
1794,Puerto Ayacucho,VE,73.47,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
1797,Kakonko,TZ,70.25,overcast clouds,-3.2828,30.9642,Edward Memorial Guest House
1798,Huercal-Overa,ES,75.96,clear sky,37.389,-1.9454,Casa Rural Aloe Vera
1799,Omaha,US,78.53,scattered clouds,41.2586,-95.9378,DoubleTree by Hilton Hotel Omaha Downtown
1800,Koutiala,ML,78.58,overcast clouds,12.3917,-5.4642,Hotel La Chaumiere
1801,Sao Gabriel Da Cachoeira,BR,71.8,broken clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
1803,Merritt,CA,73.4,overcast clouds,50.1123,-120.7942,Ramada Limited Merritt
1805,Indramayu,ID,82.69,overcast clouds,-6.3264,108.32,Grand Trisula Hotel
1806,Charyshskoye,RU,70.16,overcast clouds,51.3978,83.5598,Gostinitsa Charysh
1807,Barpathar,IN,82.6,broken clouds,26.3,93.8667,chandan jyoti borah
1810,Coralville,US,75.09,clear sky,41.6764,-91.5805,Heartland Inn
1811,Alice,US,87.69,clear sky,27.7523,-98.0697,"Holiday Inn Express & Suites Alice, an IHG Hotel"
1815,Kuah,MY,82.38,scattered clouds,6.3265,99.8432,Azio Hotel
1816,Puerto Palomas,MX,89.56,few clouds,31.7667,-107.6167,Hotel San Carlos
1820,Bam,IR,86.04,overcast clouds,29.106,58.357,Bam Tourist Hotel
1821,Ayorou,NE,73.02,heavy intensity rain,14.7308,0.9174,Hotel Amenokal
1822,Pitimbu,BR,73.99,scattered clouds,-7.4706,-34.8086,Reserva do Abiaí
1823,Lujiang,CN,81.12,moderate rain,31.2581,117.2817,GreenTree Inn Hefei Lujiang County Jinjie 1 Express Hotel
1824,Pacifica,US,75.27,mist,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
1829,Fairview,US,84.42,overcast clouds,40.8126,-73.999,Homewood Suites by Hilton Edgewater-NYC Area
1830,Bozdar,PK,85.24,light rain,27.1828,68.636,Hadi Hassan Shah Stop
1834,Conceicao Do Araguaia,BR,71.92,clear sky,-8.2578,-49.2647,Tarumã Tropical Hotel
1835,Price,US,80.11,clear sky,39.5994,-110.8107,National 9 - Price River Inn
1836,Dodge City,US,79.25,overcast clouds,37.7528,-100.0171,Windsor Inn & Suites
1839,Kutum,SD,75.85,overcast clouds,14.2,24.6667,Dibbo areaمنطقة دبو
1842,Pokhara,NP,74.52,overcast clouds,28.2333,83.9833,OYO 170 Hotel View Point
1843,Ahuimanu,US,83.91,clear sky,21.4447,-157.8378,Paradise Bay Resort
1846,Sukumo,JP,82.78,overcast clouds,32.9333,132.7333,Sukumojo
1847,Impfondo,CG,71.56,overcast clouds,1.6381,18.0667,Auberge La Place de Jules
1851,Altay,CN,77.45,clear sky,47.8667,88.1167,Jinqiao Hotel
1852,Gaoyou,CN,82.36,overcast clouds,32.7858,119.4278,如家快捷酒店
1853,Jalingo,NG,71.55,overcast clouds,8.8833,11.3667,Debright Motel
1854,Neryungri,RU,70.61,light rain,56.6709,124.6491,Pyat' Zvozd
1856,Tongchuan,CN,79.68,clear sky,35.0806,109.0897,Tongchuan Hotel
1857,Esterhazy,CA,70.65,few clouds,50.65,-102.0843,Canalta Hotel Esterhazy
1858,Tucurui,BR,76.41,broken clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
1864,Manado,ID,86.77,few clouds,1.487,124.8455,Aryaduta Hotel
1865,Farmington,US,70.48,overcast clouds,36.7281,-108.2187,Courtyard by Marriott Farmington
1866,Tres Picos,MX,79.88,overcast clouds,15.8667,-93.5333,Tres picos Chiapas
1867,Nagato,JP,86.92,clear sky,34.3833,131.2,いそう庵
1869,Porto Santo,PT,70.18,scattered clouds,33.072,-16.3415,Hotel Porto Santo & Spa
1870,Dakar,SN,81.48,scattered clouds,14.6937,-17.4441,Novotel Dakar
1871,Amanganj,IN,81.97,overcast clouds,24.4333,80.0333,Matki Choraha
1876,Weymouth,US,80.06,overcast clouds,42.2209,-70.9398,Arbor Inn Motor Lodge
1877,Sukhothai,TH,82.29,few clouds,17.25,99.6667,ฐานทัพ4เรนเจอร์RG
1878,San Buenaventura,MX,89.47,overcast clouds,27.0833,-101.5333,Hotel Gran Plaza
1880,Villa Bruzual,VE,72.64,overcast clouds,9.3328,-69.1208,hotel italia
1881,Singaraja,ID,83.01,broken clouds,-8.112,115.0882,Puri Bagus Lovina Resort
1882,Kovur,IN,84.34,few clouds,14.4833,79.9833,Hotel Yesh Park
1887,Karatau,KZ,80.69,clear sky,43.1667,70.4667,Baza Zika
1893,Am Timan,TD,70.29,overcast clouds,11.0297,20.2827,Palais du chef Canton Salamt
1894,Mahajanga,MG,71.62,few clouds,-15.7167,46.3167,Hôtel Restaurant Gourmand Coco Lodge Majunga
1897,Pyay,MM,87.51,few clouds,18.8167,95.2167,Shwe Pyi Thar
1898,High Level,CA,75.31,smoke,58.5169,-117.136,Days Inn by Wyndham High Level
1906,Xichang,CN,72.73,scattered clouds,27.8964,102.2634,Xichang ibis Hotel
1907,Veraval,IN,80.65,broken clouds,20.9,70.3667,Lords Inn Somnath
1908,Manono,CD,71.78,scattered clouds,-7.3,27.4167,Hotel hewa bora
1910,Chizhou,CN,79.54,moderate rain,30.6578,117.4831,Home Inn Chizhou Qiupu West Road Xiushanmen Square
1911,Hermosillo,MX,75.11,light rain,29.0667,-110.9667,ibis Hermosillo
1912,Americus,US,84.33,broken clouds,32.0724,-84.2327,Best Western Plus Windsor Hotel
1917,Greenville,US,88.12,clear sky,35.6127,-77.3663,"Holiday Inn Express Greenville, an IHG Hotel"
1922,Yongan,CN,76.89,overcast clouds,39.6957,113.6871,Beiyue International Hotel
1927,Tumpat,MY,80.58,few clouds,6.1978,102.171,Baan Tanyong B&B
1929,Linjiang,CN,85.46,clear sky,41.8069,126.9078,格林豪泰
1930,Madang,PG,84.11,scattered clouds,-5.2246,145.7966,Comfort Inn Hotel
1932,Darnah,LY,78.04,clear sky,32.767,22.6367,فندق الفردوس
1935,Nagua,DO,76.51,clear sky,19.3832,-69.8474,Hotel Cambri
1936,Ojinaga,MX,88.75,scattered clouds,29.5667,-104.4167,Suites Las Palmas
1937,Kavali,IN,84.13,few clouds,14.9167,79.9833,Hotel Mourya Paradise
1940,Doka,SD,70.29,overcast clouds,13.5167,35.7667,Um Rakuba Refugee Camp
1941,Khon Kaen,TH,87.35,overcast clouds,16.5,102.0833,Major Grand
